"ano","idade","observado","previsto","IC_lower","IC_upper","sexo"
2017,35,0.00212048614007149,0.0021863464610709,0.00215073150624523,0.00222740313080693,"Ambos"
2017,40,0.00280809373275126,0.00285392520857738,0.00283817575008744,0.00289316241764534,"Ambos"
2017,45,0.00396083809869946,0.00401715465405277,0.00391511441887003,0.00415831314790645,"Ambos"
2017,50,0.00575135191609924,0.0058782472783822,0.0057938973095996,0.00596897886199959,"Ambos"
2017,55,0.00838941690311155,0.0085692538398846,0.00839452653746092,0.00882473908029689,"Ambos"
2017,60,0.0125794312033981,0.0126551336826085,0.0123284381674177,0.0129885063379741,"Ambos"
2017,65,0.0185197840392794,0.0185584414303945,0.0183422774222213,0.0188957717294115,"Ambos"
2017,70,0.0265915836765863,0.0265649032608204,0.0260740736237017,0.0271495265637307,"Ambos"
2017,75,0.0432529318596677,0.042766575728698,0.0422556146318386,0.0442022782439874,"Ambos"
2017,80,0.0710435754189944,0.0716735534542432,0.0706829510142657,0.0726825240654564,"Ambos"
2017,85,0.118452282287798,0.121539823059613,0.118972502007436,0.122745885553161,"Ambos"
2017,90,0.197930322303771,0.192454233403203,0.190436147598784,0.196640871362153,"Ambos"
2018,0,0.0125961118672796,0.0126109057121862,0.0121937416926716,0.0129423230641714,"Ambos"
2018,1,0.000512628272294211,0.000490334186588148,0.000472570791177448,0.000507089212102032,"Ambos"
2018,5,0.000222412498521671,0.00023684110364144,0.000228668390173742,0.000241896628105137,"Ambos"
2018,10,0.000295022901989038,0.000322589291541037,0.000317191375277966,0.000330653849494978,"Ambos"
2018,15,0.00119487559111281,0.0011707240303506,0.001114758297684,0.00126510219194409,"Ambos"
2018,20,0.00165201727527513,0.00165628793485624,0.00159331994625095,0.00168999182884027,"Ambos"
2018,25,0.00157151250787608,0.00166867776713972,0.0016327390317704,0.00171429878109744,"Ambos"
2018,30,0.0016939364614579,0.00182418898174666,0.00179650743213522,0.00184695877462566,"Ambos"
2018,35,0.00205825244113302,0.00214942383540626,0.00211441033952981,0.00218978714749075,"Ambos"
2018,40,0.00272847662139115,0.0027985478401213,0.00278310398304066,0.00283702369308321,"Ambos"
